TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate
TX001235,AC00090,208.91,2023-01-02 12:23:00,Transfer,San Francisco,D000384,195.237.152.198,M090,Online,29,Student,40,1,1130.16,2024-11-04 08:12:22
TX001236,AC00053,599.27,2023-01-25 12:42:00,Credit,Los Angeles,D000300,146.53.16.47,M004,Online,32,Doctor,41,1,20017.14,2024-11-04 08:11:34
TX001237,AC00478,195.68,2023-06-30 16:30:00,Credit,New York,D000037,193.83.0.183,M055,ATM,73,Retired,64,3,6453.22,2024-11-04 08:09:49
TX001238,AC00356,655.99,2023-05-25 10:52:00,Payment,Dallas,D000137,49.174.157.140,M070,Online,67,Doctor,72,1,24233.05,2024-11-04 08:12:05
TX001239,AC00244,88.6,2023-09-25 18:38:00,Payment,New York,D000309,148.112.151.27,M026,Branch,25,Unemployed,45,1,851.17,2024-11-04 08:11:11
TX001240,AC00103,353.09,2023-08-23 10:27:00,Payment,Seattle,D000545,175.210.47.87,M087,Online,25,Engineer,79,1,14678.88,2024-11-04 08:07:48
TX001241,AC00053,705.47,2023-01-03 10:24:00,Debit,San Francisco,D000439,161.25.82.11,M065,Branch,60,Retired,95,1,9537.13,2024-11-04 08:11:30
TX001242,AC00151,208.98,2023-05-19 09:18:00,Transfer,Houston,D000050,146.69.70.214,M015,Online,60,Retired,12,1,9413.17,2024-11-04 08:06:59
TX001243,AC00494,208.46,2023-10-10 16:03:00,Debit,Seattle,D000176,168.55.199.214,M058,ATM,51,Retired,93,1,64.21,2024-11-04 08:11:00
TX001244,AC00219,106.54,2023-12-11 06:33:00,Debit,New York,D000670,37.227.215.145,M077,Online,62,Retired,20,1,8567.33,2024-11-04 08:07:47
TX001245,AC00202,272.3,2023-05-25 10:31:00,Debit,Los Angeles,D000643,141.241.241.128,M060,Online,59,Retired,66,1,11311.99,2024-11-04 08:10:37
TX001246,AC00254,161.33,2023-11-23 09:24:00,Debit,Miami,D000406,58.190.9.136,M100,Branch,21,Student,169,1,1294.6,2024-11-04 08:12:07
TX001247,AC00285,504.61,2023-11-03 09:54:00,Credit,Chicago,D000290,79.47.176.19,M020,Online,52,Engineer,175,1,10824.85,2024-11-04 08:07:31
TX001248,AC00071,374.14,2023-12-25 05:21:00,Transfer,Dallas,D000593,113.137.153.101,M049,ATM,53,Engineer,52,1,13952.87,2024-11-04 08:09:29
TX001249,AC00073,500.31,2023-12-05 08:52:00,Debit,New York,D000073,207.157.126.125,M016,ATM,45,Freelancer,84,1,7623.14,2024-11-04 08:08:46
TX001250,AC00383,202.6,2023-04-05 12:27:00,Transfer,Houston,D000099,133.63.96.21,M066,Online,19,Student,172,1,789.19,2024-11-04 08:06:23
TX001251,AC00326,360.69,2023-09-27 13:54:00,Credit,Miami,D000179,81.248.235.147,M078,Online,54,Retired,97,1,13111.7,2024-11-04 08:06:25
TX001252,AC00153,621.56,2023-03-23 09:50:00,Debit,Las Vegas,D000211,221.23.158.87,M061,ATM,45,Doctor,27,2,10837.74,2024-11-04 08:09:16
TX001253,AC00460,550.07,2023-01-03 15:52:00,Credit,Los Angeles,D000668,109.105.179.186,M040,Online,31,Engineer,118,1,9258.96,2024-11-04 08:06:23
TX001254,AC00439,948.89,2023-07-06 10:17:00,Debit,Chicago,D000286,174.61.77.54,M028,ATM,20,Engineer,65,1,12806.4,2024-11-04 08:06:37
TX001255,AC00070,92.06,2023-06-15 11:52:00,Credit,San Francisco,D000416,85.191.79.161,M005,Branch,22,Student,27,1,1808.55,2024-11-04 08:09:44
TX001256,AC00086,69.5,2023-06-19 17:06:00,Credit,Los Angeles,D000469,151.247.130.190,M042,Online,43,Doctor,175,1,10286.59,2024-11-04 08:09:30
TX001257,AC00330,267.68,2023-05-09 14:10:00,Debit,San Francisco,D000126,200.13.225.150,M100,Online,45,Engineer,31,1,15440.28,2024-11-04 08:07:53
TX001258,AC00027,822.96,2023-11-20 22:41:00,Debit,Miami,D000133,166.41.54.117,M032,ATM,51,Doctor,213,2,6489.45,2024-11-04 08:10:17
TX001259,AC00020,94.55,2023-08-24 10:10:00,Credit,Phoenix,D000238,38.210.156.148,M017,Online,38,Engineer,48,1,18459.34,2024-11-04 08:08:18
TX001260,AC00232,60.88,2023-11-22 18:54:00,Payment,Las Vegas,D000050,61.95.76.233,M082,Online,26,Student,147,1,1175.51,2024-11-04 08:08:27
TX001261,AC00247,667.78,2024-01-01 17:08:00,Debit,Los Angeles,D000577,49.20.211.229,M014,Online,41,Engineer,274,1,15304.53,2024-11-04 08:08:05
TX001262,AC00136,466.64,2023-08-21 20:34:00,Transfer,Miami,D000614,116.106.207.139,M081,Online,62,Retired,69,1,8536.95,2024-11-04 08:08:29
TX001263,AC00322,924.99,2023-11-29 22:55:00,Transfer,Dallas,D000569,5.74.9.122,M099,Online,30,Engineer,88,1,18818.15,2024-11-04 08:10:19
TX001264,AC00461,852.89,2023-03-23 00:36:00,Payment,Chicago,D000243,193.83.0.183,M005,Online,60,Doctor,285,5,31629.22,2024-11-04 08:07:26
TX001265,AC00079,537.83,2023-01-13 06:22:00,Transfer,Seattle,D000507,136.250.159.93,M019,ATM,27,Engineer,219,1,4786.81,2024-11-04 08:10:09
TX001266,AC00176,93.68,2023-08-10 16:32:00,Credit,Houston,D000063,200.136.146.93,M085,Online,33,Engineer,162,1,936.44,2024-11-04 08:10:21
TX001267,AC00417,872.94,2023-08-09 11:00:00,Transfer,New York,D000358,86.83.61.143,M035,Online,46,Doctor,70,3,12495.41,2024-11-04 08:09:27
TX001268,AC00260,978.63,2023-08-15 18:19:00,Payment,Chicago,D000498,152.140.239.181,M088,Branch,52,Doctor,197,1,17264.85,2024-11-04 08:07:57
TX001269,AC00471,22.95,2023-08-15 01:04:00,Debit,Seattle,D000035,177.172.184.163,M064,ATM,28,Student,67,1,1174.75,2024-11-04 08:10:21
TX001270,AC00231,382.83,2023-02-27 18:28:00,Debit,Los Angeles,D000290,116.43.88.219,M011,Branch,36,Engineer,24,1,1087.7,2024-11-04 08:11:28
TX001271,AC00184,152.3,2023-10-18 07:25:00,Debit,Dallas,D000067,152.140.239.181,M025,Online,18,Student,213,1,389.37,2024-11-04 08:10:26
TX001272,AC00475,18.07,2023-06-02 09:50:00,Transfer,Dallas,D000157,175.210.47.87,M091,ATM,65,Retired,198,1,7575.64,2024-11-04 08:10:08
TX001273,AC00329,205.72,2023-05-19 22:37:00,Transfer,Chicago,D000526,104.165.213.58,M005,Online,64,Retired,122,1,11898.72,2024-11-04 08:07:18
TX001274,AC00431,84.44,2023-05-24 05:02:00,Debit,New York,D000216,69.82.61.135,M048,Online,29,Engineer,118,2,17580.28,2024-11-04 08:09:22
TX001275,AC00398,841.62,2023-10-12 10:20:00,Credit,Phoenix,D000294,173.135.78.201,M091,Online,37,Doctor,150,1,15589.09,2024-11-04 08:06:27
TX001276,AC00221,612.86,2023-06-05 06:58:00,Credit,Los Angeles,D000150,47.167.178.158,M050,Online,45,Engineer,133,1,15018.44,2024-11-04 08:08:04
TX001277,AC00299,14.61,2023-02-27 19:12:00,Debit,Phoenix,D000475,48.31.196.24,M069,Branch,21,Engineer,121,1,8408.43,2024-11-04 08:08:45
TX001278,AC00266,114.52,2023-04-21 16:30:00,Payment,Chicago,D000431,115.96.94.156,M062,Online,32,Unemployed,70,4,701.95,2024-11-04 08:07:15
TX001279,AC00297,329.96,2023-07-31 18:16:00,Debit,Houston,D000010,50.202.8.53,M007,ATM,38,Engineer,144,1,10075.53,2024-11-04 08:09:21
TX001280,AC00373,435.99,2023-01-06 13:34:00,Debit,Phoenix,D000640,60.166.231.236,M098,ATM,33,Doctor,75,1,9833.38,2024-11-04 08:06:59
TX001281,AC00489,26.42,2023-07-24 10:22:00,Credit,Chicago,D000386,197.23.128.119,M070,ATM,25,Student,114,2,2740.8,2024-11-04 08:09:54
TX001282,AC00128,286.38,2023-11-13 00:02:00,Transfer,Chicago,D000117,4.134.78.167,M020,Online,22,Student,144,1,2778.67,2024-11-04 08:06:38
TX001283,AC00409,571.67,2023-07-12 09:52:00,Debit,Chicago,D000644,181.223.246.123,M087,ATM,51,Doctor,189,4,16408.36,2024-11-04 08:11:51
TX001284,AC00410,118.7,2023-07-07 13:54:00,Transfer,Chicago,D000255,110.150.1.201,M077,Online,36,Engineer,156,1,13682.39,2024-11-04 08:12:16
TX001285,AC00360,458.05,2023-08-21 15:44:00,Credit,Houston,D000008,199.103.32.145,M081,Online,45,Engineer,15,1,8383.47,2024-11-04 08:08:23
TX001286,AC00422,636.45,2023-03-20 09:01:00,Debit,San Francisco,D000639,77.208.193.198,M100,Branch,51,Doctor,50,1,18703.2,2024-11-04 08:10:37
TX001287,AC00225,310.1,2023-05-26 07:02:00,Debit,Chicago,D000435,152.234.65.155,M017,Online,27,Engineer,38,3,7914.01,2024-11-04 08:11:50
TX001288,AC00261,643.08,2023-04-18 08:19:00,Credit,Houston,D000113,210.160.90.52,M072,Online,50,Doctor,15,3,27990.22,2024-11-04 08:09:51
TX001289,AC00468,473.03,2023-09-18 10:47:00,Debit,Las Vegas,D000546,148.25.159.90,M007,Branch,41,Engineer,160,1,8727.12,2024-11-04 08:11:45
TX001290,AC00138,426.71,2023-08-29 07:52:00,Payment,Los Angeles,D000052,115.241.186.164,M053,Online,39,Engineer,33,1,8297.48,2024-11-04 08:10:34
TX001291,AC00013,999.29,2023-03-28 08:43:00,Transfer,Los Angeles,D000347,24.148.92.177,M088,ATM,43,Doctor,236,1,9527.21,2024-11-04 08:11:53
TX001292,AC00275,124.0,2023-01-26 04:56:00,Payment,Seattle,D000296,59.127.135.25,M013,Online,37,Engineer,102,1,12220.95,2024-11-04 08:11:39
TX001293,AC00125,857.47,2023-07-10 19:08:00,Debit,Phoenix,D000674,16.128.130.153,M002,Online,34,Doctor,114,2,13331.99,2024-11-04 08:08:46
TX001294,AC00200,2.31,2023-06-09 08:47:00,Payment,Miami,D000467,148.181.195.227,M043,Online,28,Student,265,1,165.15,2024-11-04 08:08:48
TX001295,AC00213,330.41,2023-04-03 18:03:00,Credit,Las Vegas,D000609,163.129.70.210,M013,Online,63,Retired,179,1,16167.08,2024-11-04 08:06:39
TX001296,AC00035,608.06,2023-12-07 12:24:00,Debit,New York,D000239,115.30.82.168,M023,Online,28,Engineer,128,1,20315.21,2024-11-04 08:10:42
TX001297,AC00070,405.37,2023-04-07 15:51:00,Debit,Miami,D000140,70.130.169.235,M030,ATM,29,Engineer,52,2,6964.44,2024-11-04 08:09:41
TX001298,AC00275,123.44,2023-10-24 06:49:00,Debit,Houston,D000218,79.227.202.117,M070,Online,33,Engineer,171,1,11633.87,2024-11-04 08:09:19
TX001299,AC00060,144.63,2023-12-11 14:57:00,Transfer,Houston,D000057,116.106.207.139,M099,Branch,31,Student,25,1,1311.58,2024-11-04 08:07:21
TX001300,AC00304,261.02,2023-04-25 09:00:00,Credit,Chicago,D000513,40.192.99.27,M001,Online,29,Student,19,1,2242.23,2024-11-04 08:07:16
TX001301,AC00372,1092.28,2023-02-27 06:38:00,Debit,New York,D000096,156.134.123.253,M043,Online,31,Engineer,63,3,14303.08,2024-11-04 08:12:12
TX001302,AC00498,0.12,2023-04-17 20:51:00,Transfer,Los Angeles,D000198,91.103.147.166,M076,ATM,26,Freelancer,52,1,4196.2,2024-11-04 08:11:57
TX001303,AC00465,562.93,2023-03-21 14:11:00,Debit,Seattle,D000083,64.57.44.102,M008,Branch,45,Engineer,62,1,14677.77,2024-11-04 08:09:31
TX001304,AC00396,1430.94,2023-07-05 09:39:00,Credit,Chicago,D000292,28.120.130.118,M023,Online,37,Doctor,80,2,22400.86,2024-11-04 08:08:32
TX001305,AC00083,173.92,2023-07-28 11:39:00,Debit,Houston,D000672,125.225.212.244,M076,ATM,18,Student,169,1,1213.17,2024-11-04 08:08:19
TX001306,AC00479,751.42,2023-08-01 10:59:00,Transfer,New York,D000067,77.7.223.184,M066,Branch,25,Freelancer,68,1,4170.45,2024-11-04 08:06:56
TX001307,AC00091,135.81,2023-06-29 16:23:00,Transfer,New York,D000499,82.115.199.37,M061,Online,19,Student,63,1,1015.09,2024-11-04 08:09:27
TX001308,AC00024,355.67,2023-08-07 15:53:00,Credit,Las Vegas,D000041,186.135.2.148,M096,Branch,76,Retired,51,1,9374.16,2024-11-04 08:11:39
TX001309,AC00366,374.02,2023-05-15 01:08:00,Debit,Houston,D000493,175.230.206.232,M064,Online,36,Engineer,83,1,9470.62,2024-11-04 08:10:59
TX001310,AC00470,251.18,2023-03-10 08:45:00,Debit,Houston,D000600,106.244.1.47,M036,ATM,67,Retired,124,1,8270.36,2024-11-04 08:11:10
TX001311,AC00032,844.56,2023-09-11 12:19:00,Transfer,Los Angeles,D000088,154.138.163.229,M016,Branch,41,Engineer,96,1,15093.5,2024-11-04 08:08:11
TX001312,AC00136,170.71,2023-07-31 12:04:00,Debit,Phoenix,D000521,80.90.35.146,M084,ATM,35,Freelancer,52,1,2956.21,2024-11-04 08:08:12
TX001313,AC00001,1482.59,2023-09-15 13:19:00,Debit,New York,D000649,59.12.96.11,M034,Online,54,Doctor,37,1,18363.13,2024-11-04 08:11:55
TX001314,AC00187,347.64,2023-03-22 16:20:00,Debit,Los Angeles,D000305,98.39.212.221,M011,Online,70,Retired,45,1,14027.45,2024-11-04 08:11:48
TX001315,AC00452,631.86,2023-07-12 16:01:00,Credit,Houston,D000015,34.92.221.183,M025,Branch,36,Doctor,295,1,18510.49,2024-11-04 08:10:43
TX001316,AC00036,32.84,2023-03-08 11:20:00,Credit,Los Angeles,D000398,189.198.67.252,M007,Online,29,Student,115,1,963.13,2024-11-04 08:08:42
TX001317,AC00125,934.66,2023-09-18 19:41:00,Transfer,Los Angeles,D000663,19.20.13.234,M059,Online,44,Doctor,48,1,10231.41,2024-11-04 08:06:33
TX001318,AC00403,4.36,2023-12-25 05:23:00,Debit,Las Vegas,D000082,193.108.17.115,M070,ATM,22,Student,96,1,1750.16,2024-11-04 08:09:42
TX001319,AC00264,972.54,2023-08-09 14:08:00,Debit,Las Vegas,D000002,63.82.133.139,M086,Online,23,Engineer,98,1,14100.14,2024-11-04 08:08:38
TX001320,AC00123,376.4,2023-05-11 22:38:00,Transfer,San Francisco,D000169,112.86.148.212,M088,Online,20,Engineer,147,1,9743.7,2024-11-04 08:11:20
TX001321,AC00298,524.22,2023-07-19 14:54:00,Transfer,Chicago,D000137,1.238.163.61,M019,Online,34,Engineer,30,1,5236.38,2024-11-04 08:11:06
TX001322,AC00235,123.6,2023-03-27 12:29:00,Debit,New York,D000149,145.76.10.8,M027,Online,25,Engineer,37,1,6283.42,2024-11-04 08:12:10
TX001323,AC00259,158.25,2023-01-10 07:53:00,Credit,Los Angeles,D000023,146.250.144.172,M049,ATM,31,Freelancer,134,1,5505.18,2024-11-04 08:11:25
TX001324,AC00329,375.84,2023-05-29 18:17:00,Debit,Seattle,D000112,32.240.176.64,M068,ATM,35,Engineer,152,1,15729.28,2024-11-04 08:07:18
TX001325,AC00482,137.64,2023-10-03 11:57:00,Payment,Miami,D000103,199.199.60.222,M030,Online,37,Unemployed,96,1,116.23,2024-11-04 08:07:37
TX001326,AC00020,360.28,2023-01-12 16:43:00,Debit,Las Vegas,D000133,45.64.74.86,M085,Branch,28,Engineer,289,1,19135.32,2024-11-04 08:09:04
TX001327,AC00453,475.45,2023-05-01 08:42:00,Payment,New York,D000517,173.135.78.201,M074,Branch,37,Engineer,90,1,12003.78,2024-11-04 08:10:57
TX001328,AC00367,104.39,2023-10-11 04:09:00,Transfer,Houston,D000682,93.151.52.152,M032,ATM,78,Retired,137,1,4480.84,2024-11-04 08:11:54
TX001329,AC00167,189.3,2023-01-19 10:44:00,Credit,New York,D000193,17.36.132.202,M048,Online,19,Student,156,1,3592.31,2024-11-04 08:09:44
TX001330,AC00110,1094.73,2023-02-15 09:40:00,Debit,Miami,D000316,189.20.224.220,M068,ATM,34,Doctor,68,1,24227.7,2024-11-04 08:10:52
TX001331,AC00078,383.85,2023-05-08 19:47:00,Credit,Dallas,D000693,58.190.9.136,M086,Online,40,Doctor,51,1,29308.99,2024-11-04 08:08:12
TX001332,AC00212,255.55,2023-11-03 19:20:00,Credit,Seattle,D000399,158.129.49.240,M015,ATM,18,Student,157,3,2162.32,2024-11-04 08:12:18
TX001333,AC00051,519.83,2023-06-21 13:21:00,Debit,Houston,D000049,60.166.231.236,M003,ATM,29,Engineer,288,1,19009.53,2024-11-04 08:07:18
TX001334,AC00250,127.49,2023-03-20 01:16:00,Transfer,Houston,D000692,23.163.145.195,M014,Online,30,Unemployed,68,1,370.69,2024-11-04 08:12:12
TX001335,AC00304,69.69,2023-12-20 09:04:00,Payment,Seattle,D000057,69.82.61.135,M061,Branch,27,Unemployed,66,1,721.07,2024-11-04 08:09:43
TX001336,AC00007,80.5,2023-11-20 15:05:00,Credit,Las Vegas,D000086,175.210.47.87,M071,Online,23,Student,284,1,613.15,2024-11-04 08:10:50
TX001337,AC00017,2740.03,2023-11-27 07:09:00,Transfer,New York,D000636,8.243.4.138,M067,ATM,39,Engineer,122,1,11738.1,2024-11-04 08:08:09
TX001338,AC00158,17.48,2023-05-16 16:42:00,Debit,Houston,D000504,141.169.67.34,M061,Online,20,Student,47,1,996.89,2024-11-04 08:12:07
TX001339,AC00110,491.29,2023-11-17 01:01:00,Credit,Los Angeles,D000294,201.95.180.152,M062,Branch,28,Engineer,45,1,6277.59,2024-11-04 08:11:24
TX001340,AC00175,56.78,2023-04-14 16:06:00,Debit,Houston,D000180,194.29.57.163,M087,Online,20,Engineer,49,1,10952.66,2024-11-04 08:09:54
TX001341,AC00079,138.46,2023-08-25 19:45:00,Transfer,Houston,D000250,116.175.11.222,M027,Online,42,Engineer,99,1,19459.28,2024-11-04 08:11:35
TX001342,AC00403,279.41,2023-08-07 12:03:00,Payment,Miami,D000045,150.83.4.238,M085,Online,31,Doctor,167,1,28569.33,2024-11-04 08:08:21
TX001343,AC00228,530.42,2023-06-09 18:36:00,Transfer,Chicago,D000493,174.61.77.54,M088,Online,72,Retired,116,5,9250.59,2024-11-04 08:11:58
TX001344,AC00344,101.24,2023-03-27 17:18:00,Debit,New York,D000184,13.88.251.53,M048,Online,24,Student,233,1,1285.8,2024-11-04 08:10:44
TX001345,AC00466,31.73,2023-08-14 16:52:00,Debit,Houston,D000326,107.247.202.71,M003,ATM,23,Student,47,1,812.67,2024-11-04 08:12:23
TX001346,AC00204,440.62,2023-09-05 12:27:00,Credit,San Francisco,D000422,44.197.126.59,M067,Online,41,Doctor,68,1,16451.08,2024-11-04 08:10:37
TX001347,AC00030,256.08,2023-03-20 09:19:00,Credit,Las Vegas,D000309,179.132.235.182,M017,Online,29,Engineer,66,1,8982.67,2024-11-04 08:08:47
TX001348,AC00455,421.34,2023-06-19 19:59:00,Transfer,Chicago,D000351,150.25.200.56,M081,Online,37,Doctor,39,1,2663.65,2024-11-04 08:06:44
TX001349,AC00094,71.2,2023-06-01 15:29:00,Transfer,Seattle,D000596,113.134.242.82,M074,Branch,45,Unemployed,121,1,605.04,2024-11-04 08:08:02
TX001350,AC00185,335.33,2023-05-01 18:41:00,Transfer,Dallas,D000035,133.63.96.21,M030,ATM,46,Engineer,90,1,11320.24,2024-11-04 08:12:18
TX001351,AC00351,8329.01,2023-01-18 14:37:00,Debit,Los Angeles,D000004,77.21.150.75,M078,ATM,63,Retired,181,3,18630.61,2024-11-04 08:09:15
TX001352,AC00335,109.77,2023-02-27 08:01:00,Debit,New York,D000625,8.244.162.185,M024,ATM,18,Student,172,4,663.45,2024-11-04 08:12:09
TX001353,AC00409,844.91,2023-12-28 22:02:00,Debit,Phoenix,D000117,167.164.55.0,M058,Online,25,Doctor,39,1,19869.85,2024-11-04 08:06:41
TX001354,AC00312,263.92,2023-06-15 08:59:00,Debit,San Francisco,D000106,193.209.134.233,M060,Online,19,Student,51,1,2099.94,2024-11-04 08:09:11
TX001355,AC00097,23.77,2023-11-23 20:46:00,Credit,Seattle,D000239,60.197.167.40,M090,Online,49,Doctor,173,1,18802.48,2024-11-04 08:07:45
TX001356,AC00447,323.6,2023-05-31 08:41:00,Transfer,Dallas,D000009,144.91.150.133,M094,Branch,33,Freelancer,161,1,4797.23,2024-11-04 08:11:21
TX001357,AC00280,5233.3,2023-11-08 11:48:00,Transfer,Miami,D000013,147.234.20.46,M062,Branch,39,Freelancer,107,1,8895.51,2024-11-04 08:11:01
TX001358,AC00023,168.91,2023-02-27 12:38:00,Debit,Houston,D000237,180.224.54.115,M027,Online,48,Doctor,111,1,9855.05,2024-11-04 08:10:52
TX001359,AC00077,735.23,2023-06-21 21:24:00,Debit,New York,D000627,184.59.28.72,M014,Online,30,Engineer,225,4,17928.17,2024-11-04 08:08:49
TX001360,AC00113,180.58,2023-01-09 20:01:00,Debit,Los Angeles,D000078,98.255.160.110,M015,Online,26,Student,36,1,1097.65,2024-11-04 08:11:01
TX001361,AC00391,791.33,2023-10-16 18:38:00,Debit,Houston,D000065,201.113.165.203,M053,Online,28,Freelancer,91,1,11385.22,2024-11-04 08:07:51
TX001362,AC00136,71.12,2023-01-03 11:14:00,Transfer,Miami,D000376,20.147.6.179,M038,ATM,28,Engineer,44,1,17583.96,2024-11-04 08:08:55
TX001363,AC00204,147.46,2023-09-05 00:02:00,Debit,Miami,D000287,214.67.148.245,M071,Online,26,Student,40,1,1797.45,2024-11-04 08:09:36
TX001364,AC00089,83.99,2023-09-21 16:04:00,Credit,Phoenix,D000359,141.201.46.191,M032,Branch,21,Student,95,1,2925.94,2024-11-04 08:10:26
TX001365,AC00305,67.52,2023-09-11 11:53:00,Debit,Los Angeles,D000477,214.32.109.197,M009,Online,23,Student,159,1,1080.53,2024-11-04 08:08:11
TX001366,AC00338,312.78,2023-11-10 17:39:00,Payment,Miami,D000353,49.29.37.185,M056,Branch,33,Engineer,77,1,13529.63,2024-11-04 08:08:22
TX001367,AC00268,246.51,2023-06-12 18:35:00,Credit,New York,D000472,147.227.81.224,M016,ATM,18,Student,212,1,1719.7,2024-11-04 08:08:35
TX001368,AC00363,170.32,2023-12-07 12:49:00,Debit,Chicago,D000080,19.228.76.177,M055,ATM,23,Freelancer,111,1,9648.35,2024-11-04 08:07:23
TX001369,AC00316,705.9,2023-01-02 17:50:00,Credit,Phoenix,D000361,156.96.135.18,M077,ATM,31,Engineer,84,1,14673.24,2024-11-04 08:12:22
TX001370,AC00167,330.04,2023-08-08 19:39:00,Transfer,Las Vegas,D000643,36.77.94.252,M031,ATM,36,Engineer,44,1,17314.25,2024-11-04 08:09:24
TX001371,AC00405,220.95,2023-10-16 21:54:00,Payment,Seattle,D000335,6.234.101.35,M066,ATM,24,Unemployed,143,1,456.42,2024-11-04 08:10:05
TX001372,AC00098,558.12,2023-10-09 14:37:00,Debit,Los Angeles,D000354,129.102.184.189,M100,ATM,38,Engineer,163,2,13542.8,2024-11-04 08:11:40
TX001373,AC00116,7.91,2023-10-09 17:36:00,Payment,Houston,D000399,157.130.28.27,M100,ATM,52,Retired,52,3,10813.51,2024-11-04 08:11:57
TX001374,AC00267,737.26,2023-01-13 13:26:00,Payment,Los Angeles,D000072,74.58.165.67,M054,Branch,43,Doctor,280,1,11426.74,2024-11-04 08:11:14
TX001375,AC00447,378.14,2023-10-20 04:04:00,Payment,Chicago,D000674,200.13.225.150,M066,ATM,39,Engineer,111,1,18402.55,2024-11-04 08:07:50
TX001376,AC00042,207.85,2023-09-13 08:16:00,Transfer,Dallas,D000203,76.0.164.168,M052,ATM,21,Freelancer,196,1,10889.99,2024-11-04 08:11:50
TX001377,AC00074,5027.27,2023-05-04 07:37:00,Transfer,Las Vegas,D000530,116.106.207.139,M019,Branch,31,Doctor,83,1,10035.54,2024-11-04 08:09:46
TX001378,AC00063,856.62,2023-10-04 08:44:00,Credit,Dallas,D000024,23.163.145.195,M026,Online,31,Doctor,263,1,20196.19,2024-11-04 08:10:02
TX001379,AC00085,285.19,2023-04-03 01:40:00,Transfer,Los Angeles,D000133,101.120.142.50,M033,Online,65,Doctor,247,1,11420.76,2024-11-04 08:09:57
TX001380,AC00126,138.07,2023-07-25 19:55:00,Credit,Dallas,D000522,203.245.215.62,M052,Online,22,Student,55,1,681.1,2024-11-04 08:07:12
TX001381,AC00471,497.03,2023-06-20 14:11:00,Transfer,New York,D000339,73.108.76.238,M014,Online,34,Engineer,103,1,15359.7,2024-11-04 08:10:18
TX001382,AC00304,208.69,2023-03-10 11:41:00,Credit,Dallas,D000211,53.131.194.183,M034,Branch,18,Doctor,152,1,19320.7,2024-11-04 08:10:23
TX001383,AC00242,136.99,2023-06-20 11:30:00,Transfer,Los Angeles,D000104,166.41.54.117,M014,Online,45,Unemployed,153,1,1537.63,2024-11-04 08:11:43
TX001384,AC00261,351.46,2023-07-14 12:32:00,Transfer,Los Angeles,D000316,172.184.35.29,M071,ATM,23,Engineer,89,2,11260.52,2024-11-04 08:09:07
TX001385,AC00338,69.23,2023-11-27 06:42:00,Debit,Houston,D000637,130.29.230.16,M057,ATM,26,Student,201,1,1832.41,2024-11-04 08:09:29
TX001386,AC00292,620.12,2023-06-09 09:28:00,Transfer,Seattle,D000363,55.154.161.250,M090,Online,49,Engineer,166,1,14172.6,2024-11-04 08:09:14
TX001387,AC00024,56.48,2023-10-30 19:37:00,Credit,New York,D000379,184.4.253.143,M070,ATM,62,Retired,129,1,12067.13,2024-11-04 08:11:01
TX001388,AC00441,43.52,2023-08-29 17:02:00,Transfer,Chicago,D000113,101.223.82.253,M044,Branch,32,Engineer,66,1,10072.79,2024-11-04 08:11:52
TX001389,AC00412,24.69,2023-08-07 14:37:00,Credit,Dallas,D000013,8.136.178.116,M095,Online,41,Unemployed,263,1,590.04,2024-11-04 08:08:37
TX001390,AC00315,397.35,2023-05-23 12:40:00,Debit,Chicago,D000248,28.149.72.129,M043,ATM,31,Doctor,59,1,37012.33,2024-11-04 08:11:47
TX001391,AC00120,311.01,2023-02-09 09:53:00,Payment,Los Angeles,D000014,155.37.19.43,M011,ATM,32,Engineer,118,1,7172.29,2024-11-04 08:10:23
TX001392,AC00462,508.97,2023-06-27 12:39:00,Debit,Chicago,D000416,21.97.154.92,M061,Online,34,Engineer,91,1,6292.79,2024-11-04 08:10:55
TX001393,AC00481,580.11,2023-03-13 14:29:00,Transfer,Chicago,D000121,62.27.235.199,M008,Online,33,Engineer,132,1,10967.08,2024-11-04 08:11:04
TX001394,AC00166,695.95,2023-09-18 16:46:00,Credit,Dallas,D000404,1.198.76.182,M031,Branch,63,Doctor,251,1,16513.28,2024-11-04 08:11:41
TX001395,AC00438,867.89,2023-07-06 08:21:00,Credit,Phoenix,D000069,49.174.157.140,M044,Online,21,Engineer,24,1,13564.9,2024-11-04 08:09:52
TX001396,AC00090,3586.18,2023-10-19 18:37:00,Debit,Houston,D000377,59.127.135.25,M031,Online,75,Retired,46,1,7685.2,2024-11-04 08:07:12
TX001397,AC00041,1194.19,2023-04-28 10:31:00,Credit,Seattle,D000353,167.95.191.52,M094,Online,67,Doctor,251,1,8719.73,2024-11-04 08:11:26
TX001398,AC00141,302.69,2023-06-28 13:54:00,Debit,Houston,D000451,191.25.177.160,M058,ATM,40,Engineer,145,1,21005.25,2024-11-04 08:07:01
TX001399,AC00410,59.38,2023-03-08 15:42:00,Debit,New York,D000626,135.73.131.111,M012,ATM,29,Student,161,1,2540.04,2024-11-04 08:08:51
TX001400,AC00362,42.76,2023-09-27 13:09:00,Debit,Los Angeles,D000657,57.166.147.242,M059,ATM,21,Student,147,2,2498.76,2024-11-04 08:09:31
